:ID,ClassKind,Depth:int,Code,Chapter,Title,:LABEL
i9cm_81,,-1,010.01,,"Primary tuberculous infection, bacteriological or histological examination not done",ICD9CMCode
i9cm_82,,-1,010.02,,"Primary tuberculous infection, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_83,,-1,010.03,,"Primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_84,,-1,010.04,,"Primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_85,,-1,010.05,,"Primary tuberculous infection, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_86,,-1,010.06,,"Primary tuberculous infection, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_87,,-1,010.10,,"Tuberculous pleurisy in primary progressive tuberculosis, unspecified",ICD9CMCode
i9cm_88,,-1,010.11,,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done",ICD9CMCode
i9cm_89,,-1,010.12,,"Tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_90,,-1,010.13,,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_91,,-1,010.14,,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_92,,-1,010.15,,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_93,,-1,010.16,,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_94,,-1,010.80,,"Other primary progressive tuberculosis, unspecified",ICD9CMCode
i9cm_95,,-1,010.81,,"Other primary progressive tuberculosis, bacteriological or histological examination not done",ICD9CMCode
i9cm_96,,-1,010.82,,"Other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_97,,-1,010.83,,"Other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_98,,-1,010.84,,"Other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_99,,-1,010.85,,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_100,,-1,010.86,,"Other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_101,,-1,010.90,,"Primary tuberculous infection, unspecified, unspecified",ICD9CMCode
i9cm_102,,-1,010.91,,"Primary tuberculous infection, unspecified, bacteriological or histological examination not done",ICD9CMCode
i9cm_103,,-1,010.92,,"Primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_104,,-1,010.93,,"Primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_105,,-1,010.94,,"Primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_106,,-1,010.95,,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_107,,-1,010.96,,"Primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_108,,-1,011.00,,"Tuberculosis of lung, infiltrative, unspecified",ICD9CMCode
i9cm_109,,-1,011.01,,"Tuberculosis of lung, infiltrative, bacteriological or histological examination not done",ICD9CMCode
i9cm_110,,-1,011.02,,"Tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_111,,-1,011.03,,"Tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_112,,-1,011.04,,"Tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_113,,-1,011.05,,"Tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_114,,-1,011.06,,"Tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_115,,-1,011.10,,"Tuberculosis of lung, nodular, unspecified",ICD9CMCode
i9cm_116,,-1,011.11,,"Tuberculosis of lung, nodular, bacteriological or histological examination not done",ICD9CMCode
i9cm_117,,-1,011.12,,"Tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_118,,-1,011.13,,"Tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_119,,-1,011.14,,"Tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_120,,-1,011.15,,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_121,,-1,011.16,,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_122,,-1,011.20,,"Tuberculosis of lung with cavitation, unspecified",ICD9CMCode
i9cm_123,,-1,011.21,,"Tuberculosis of lung with cavitation, bacteriological or histological examination not done",ICD9CMCode
i9cm_124,,-1,011.22,,"Tuberculosis of lung with cavitation, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_125,,-1,011.23,,"Tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_126,,-1,011.24,,"Tuberculosis of lung with cavitation, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_127,,-1,011.25,,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_128,,-1,011.26,,"Tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_129,,-1,011.30,,"Tuberculosis of bronchus, unspecified",ICD9CMCode
i9cm_130,,-1,011.31,,"Tuberculosis of bronchus, bacteriological or histological examination not done",ICD9CMCode
i9cm_131,,-1,011.32,,"Tuberculosis of bronchus, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_132,,-1,011.33,,"Tuberculosis of bronchus, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_133,,-1,011.34,,"Tuberculosis of bronchus, tubercle bacilli not found (in sputum) by microscopy, but found in bacterial culture",ICD9CMCode
i9cm_134,,-1,011.35,,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_135,,-1,011.36,,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_136,,-1,011.40,,"Tuberculous fibrosis of lung, unspecified",ICD9CMCode
i9cm_137,,-1,011.41,,"Tuberculous fibrosis of lung, bacteriological or histological examination not done",ICD9CMCode
i9cm_138,,-1,011.42,,"Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_139,,-1,011.43,,"Tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_140,,-1,011.44,,"Tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_141,,-1,011.45,,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_142,,-1,011.46,,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_143,,-1,011.50,,"Tuberculous bronchiectasis, unspecified",ICD9CMCode
i9cm_144,,-1,011.51,,"Tuberculous bronchiectasis, bacteriological or histological examination not done",ICD9CMCode
i9cm_145,,-1,011.52,,"Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_146,,-1,011.53,,"Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_147,,-1,011.54,,"Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_148,,-1,011.55,,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_149,,-1,011.56,,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_150,,-1,011.60,,"Tuberculous pneumonia [any form], unspecified",ICD9CMCode
i9cm_151,,-1,011.61,,"Tuberculous pneumonia [any form], bacteriological or histological examination not done",ICD9CMCode
i9cm_152,,-1,011.62,,"Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_153,,-1,011.63,,"Tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_154,,-1,011.64,,"Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_155,,-1,011.65,,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_156,,-1,011.66,,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_157,,-1,011.70,,"Tuberculous pneumothorax, unspecified",ICD9CMCode
i9cm_158,,-1,011.71,,"Tuberculous pneumothorax, bacteriological or histological examination not done",ICD9CMCode
i9cm_159,,-1,011.72,,"Tuberculous pneumothorax, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_160,,-1,011.73,,"Tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_161,,-1,011.74,,"Tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_162,,-1,011.75,,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_163,,-1,011.76,,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_164,,-1,011.80,,"Other specified pulmonary tuberculosis, unspecified",ICD9CMCode
i9cm_165,,-1,011.81,,"Other specified pulmonary tuberculosis, bacteriological or histological examination not done",ICD9CMCode
i9cm_166,,-1,011.82,,"Other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_167,,-1,011.83,,"Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_168,,-1,011.84,,"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_169,,-1,011.85,,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_170,,-1,011.86,,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_171,,-1,011.90,,"Pulmonary tuberculosis, unspecified, unspecified",ICD9CMCode
i9cm_172,,-1,011.91,,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done",ICD9CMCode
i9cm_173,,-1,011.92,,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_174,,-1,011.93,,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_175,,-1,011.94,,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_176,,-1,011.95,,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_177,,-1,011.96,,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_178,,-1,012.00,,"Tuberculous pleurisy, unspecified",ICD9CMCode
i9cm_179,,-1,012.01,,"Tuberculous pleurisy, bacteriological or histological examination not done",ICD9CMCode
i9cm_180,,-1,012.02,,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_181,,-1,012.03,,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_182,,-1,012.04,,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_183,,-1,012.05,,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_184,,-1,012.06,,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_185,,-1,012.10,,"Tuberculosis of intrathoracic lymph nodes, unspecified",ICD9CMCode
i9cm_186,,-1,012.11,,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done",ICD9CMCode
i9cm_187,,-1,012.12,,"Tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_188,,-1,012.13,,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_189,,-1,012.14,,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_190,,-1,012.15,,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_191,,-1,012.16,,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_192,,-1,012.20,,"Isolated tracheal or bronchial tuberculosis, unspecified",ICD9CMCode
i9cm_193,,-1,012.21,,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done",ICD9CMCode
i9cm_194,,-1,012.22,,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_195,,-1,012.23,,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_196,,-1,012.24,,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_197,,-1,012.25,,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_198,,-1,012.26,,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_199,,-1,012.30,,"Tuberculous laryngitis, unspecified",ICD9CMCode
i9cm_200,,-1,012.31,,"Tuberculous laryngitis, bacteriological or histological examination not done",ICD9CMCode
i9cm_201,,-1,012.32,,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_202,,-1,012.33,,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_203,,-1,012.34,,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_204,,-1,012.35,,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_205,,-1,012.36,,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_206,,-1,012.80,,"Other specified respiratory tuberculosis, unspecified",ICD9CMCode
i9cm_207,,-1,012.81,,"Other specified respiratory tuberculosis, bacteriological or histological examination not done",ICD9CMCode
i9cm_208,,-1,012.82,,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_209,,-1,012.83,,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_210,,-1,012.84,,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_211,,-1,012.85,,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_212,,-1,012.86,,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_213,,-1,013.00,,"Tuberculous meningitis, unspecified",ICD9CMCode
i9cm_214,,-1,013.01,,"Tuberculous meningitis, bacteriological or histological examination not done",ICD9CMCode
i9cm_215,,-1,013.02,,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_216,,-1,013.03,,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_217,,-1,013.04,,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_218,,-1,013.05,,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_219,,-1,013.06,,"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_220,,-1,013.10,,"Tuberculoma of meninges, unspecified",ICD9CMCode
i9cm_221,,-1,013.11,,"Tuberculoma of meninges, bacteriological or histological examination not done",ICD9CMCode
i9cm_222,,-1,013.12,,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_223,,-1,013.13,,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_224,,-1,013.14,,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_225,,-1,013.15,,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_226,,-1,013.16,,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_227,,-1,013.20,,"Tuberculoma of brain, unspecified",ICD9CMCode
i9cm_228,,-1,013.21,,"Tuberculoma of brain, bacteriological or histological examination not done",ICD9CMCode
i9cm_229,,-1,013.22,,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_230,,-1,013.23,,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_231,,-1,013.24,,"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_232,,-1,013.25,,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_233,,-1,013.26,,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_234,,-1,013.30,,"Tuberculous abscess of brain, unspecified",ICD9CMCode
i9cm_235,,-1,013.31,,"Tuberculous abscess of brain, bacteriological or histological examination not done",ICD9CMCode
i9cm_236,,-1,013.32,,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)",ICD9CMCode
i9cm_237,,-1,013.33,,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy",ICD9CMCode
i9cm_238,,-1,013.34,,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",ICD9CMCode
i9cm_239,,-1,013.35,,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",ICD9CMCode
i9cm_240,,-1,013.36,,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",ICD9CMCode
i9cm_241,,-1,013.40,,"Tuberculoma of spinal cord, unspecified",ICD9CMCode
i9cm_242,,-1,013.41,,"Tuberculoma of spinal cord, bacteriological or histological examination not done",ICD9CMCode
i9cm_243,,-1,013.42,,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)",ICD9CMCode
