:ID,ClassKind,Depth:int,FoundationURI,LinearizationURI,Code,Chapter,ChapterMatch,Title,:LABEL
i11_22,category,1,http://id.who.int/icd/entity/344162786,http://id.who.int/icd/release/11/2018-12/mms/344162786,1A03,01,TRUE,"Intestinal infections due to Escherichia coli",ICD11Code
i11_23,category,1,http://id.who.int/icd/entity/416025325,http://id.who.int/icd/release/11/2018-12/mms/416025325,1A01,01,TRUE,"Intestinal infection due to other Vibrio",ICD11Code
i11_24,category,2,http://id.who.int/icd/entity/2099226249,http://id.who.int/icd/release/11/2018-12/mms/2099226249,1A03.0,01,TRUE,"Enteropathogenic Escherichia coli infection",ICD11Code
i11_25,category,2,http://id.who.int/icd/entity/408185629,http://id.who.int/icd/release/11/2018-12/mms/408185629,1A03.1,01,TRUE,"Enterotoxigenic Escherichia coli infection",ICD11Code
i11_26,category,2,http://id.who.int/icd/entity/1828273122,http://id.who.int/icd/release/11/2018-12/mms/1828273122,1A03.2,01,TRUE,"Enteroinvasive Escherichia coli infection",ICD11Code
i11_27,category,2,http://id.who.int/icd/entity/162723448,http://id.who.int/icd/release/11/2018-12/mms/162723448,1A03.3,01,TRUE,"Enterohaemorrhagic Escherichia coli infection",ICD11Code
i11_28,category,1,http://id.who.int/icd/entity/794462570,http://id.who.int/icd/release/11/2018-12/mms/794462570,1A06,01,TRUE,"Gastroenteritis due to Campylobacter",ICD11Code
i11_29,category,1,http://id.who.int/icd/entity/1000894786,http://id.who.int/icd/release/11/2018-12/mms/1000894786,1A05,01,TRUE,"Intestinal infections due to Yersinia enterocolitica",ICD11Code
i11_30,category,1,http://id.who.int/icd/entity/250688797,http://id.who.int/icd/release/11/2018-12/mms/250688797,1A04,01,TRUE,"Enterocolitis due to Clostridium difficile",ICD11Code
i11_31,category,1,http://id.who.int/icd/entity/898030024,http://id.who.int/icd/release/11/2018-12/mms/1834648119/unspecified,1A1Z,01,TRUE,"Bacterial foodborne intoxications, unspecified",ICD11Code
i11_32,category,1,http://id.who.int/icd/entity/1151962231,http://id.who.int/icd/release/11/2018-12/mms/135352227/unspecified,1A0Z,01,TRUE,"Bacterial intestinal infections, unspecified",ICD11Code
i11_33,category,1,http://id.who.int/icd/entity/1834648119,http://id.who.int/icd/release/11/2018-12/mms/1834648119/unspecified,1A1Z,01,TRUE,"Bacterial foodborne intoxications, unspecified",ICD11Code
i11_34,category,1,http://id.who.int/icd/entity/1642556936,http://id.who.int/icd/release/11/2018-12/mms/1642556936,1A10,01,TRUE,"Foodborne staphylococcal intoxication",ICD11Code
i11_35,category,1,http://id.who.int/icd/entity/78422942,http://id.who.int/icd/release/11/2018-12/mms/78422942,1A11,01,TRUE,"Botulism",ICD11Code
i11_36,category,1,http://id.who.int/icd/entity/1879176035,http://id.who.int/icd/release/11/2018-12/mms/1879176035,1A12,01,TRUE,"Foodborne Clostridium perfringens intoxication",ICD11Code
i11_37,category,1,http://id.who.int/icd/entity/1722068323,http://id.who.int/icd/release/11/2018-12/mms/1722068323,1A13,01,TRUE,"Foodborne Bacillus cereus intoxication",ICD11Code
i11_38,category,1,http://id.who.int/icd/entity/435671752,http://id.who.int/icd/release/11/2018-12/mms/435671752,1A36,01,TRUE,"Amoebiasis",ICD11Code
i11_39,category,3,http://id.who.int/icd/entity/1616956984,http://id.who.int/icd/release/11/2018-12/mms/1616956984,1A36.00,01,TRUE,"Acute amoebiasis",ICD11Code
i11_40,category,2,http://id.who.int/icd/entity/1959427510,http://id.who.int/icd/release/11/2018-12/mms/1727029934,1A36.0,01,TRUE,"Intestinal infections due to Entamoeba",ICD11Code
i11_41,category,2,http://id.who.int/icd/entity/86705058,http://id.who.int/icd/release/11/2018-12/mms/1727029934,1A36.0,01,TRUE,"Intestinal infections due to Entamoeba",ICD11Code
i11_42,category,3,http://id.who.int/icd/entity/349019849,http://id.who.int/icd/release/11/2018-12/mms/349019849,1A36.01,01,TRUE,"Amoeboma of intestine",ICD11Code
i11_43,category,3,http://id.who.int/icd/entity/1730350429,http://id.who.int/icd/release/11/2018-12/mms/1730350429,1A36.10,01,TRUE,"Amoebic liver abscess",ICD11Code
i11_44,category,3,http://id.who.int/icd/entity/40419529,http://id.who.int/icd/release/11/2018-12/mms/40419529,1A36.11,01,TRUE,"Amoebic lung abscess",ICD11Code
i11_45,category,2,http://id.who.int/icd/entity/1992658998,http://id.who.int/icd/release/11/2018-12/mms/1777228366,1A36.1,01,TRUE,"Extraintestinal infections due to Entamoeba",ICD11Code
i11_46,category,3,http://id.who.int/icd/entity/328097188,http://id.who.int/icd/release/11/2018-12/mms/328097188,1A36.12,01,TRUE,"Cutaneous amoebiasis",ICD11Code
i11_47,category,2,http://id.who.int/icd/entity/116020407,http://id.who.int/icd/release/11/2018-12/mms/1777228366,1A36.1,01,TRUE,"Extraintestinal infections due to Entamoeba",ICD11Code
i11_48,category,1,http://id.who.int/icd/entity/2092703582,http://id.who.int/icd/release/11/2018-12/mms/2092703582/unspecified,1A3Z,01,TRUE,"Protozoal intestinal infections, unspecified",ICD11Code
i11_49,category,1,http://id.who.int/icd/entity/2090337975,http://id.who.int/icd/release/11/2018-12/mms/2090337975,1A30,01,TRUE,"Infections due to Balantidium coli",ICD11Code
i11_50,category,1,http://id.who.int/icd/entity/433310499,http://id.who.int/icd/release/11/2018-12/mms/433310499,1A31,01,TRUE,"Giardiasis",ICD11Code
i11_51,category,1,http://id.who.int/icd/entity/1837013982,http://id.who.int/icd/release/11/2018-12/mms/1837013982,1A32,01,TRUE,"Cryptosporidiosis",ICD11Code
i11_52,category,1,http://id.who.int/icd/entity/137713224,http://id.who.int/icd/release/11/2018-12/mms/137713224,1A33,01,TRUE,"Cystoisosporiasis",ICD11Code
i11_53,category,1,http://id.who.int/icd/entity/1184241320,http://id.who.int/icd/release/11/2018-12/mms/1184241320,1A35,01,TRUE,"Blastocystosis",ICD11Code
i11_54,category,1,http://id.who.int/icd/entity/261748740,http://id.who.int/icd/release/11/2018-12/mms/261748740,1A34,01,TRUE,"Sarcocystosis",ICD11Code
i11_55,category,2,http://id.who.int/icd/entity/1727029934,http://id.who.int/icd/release/11/2018-12/mms/1727029934,1A36.0,01,TRUE,"Intestinal infections due to Entamoeba",ICD11Code
i11_56,category,1,http://id.who.int/icd/entity/2063619690,http://id.who.int/icd/release/11/2018-12/mms/2092703582/unspecified,1A3Z,01,TRUE,"Protozoal intestinal infections, unspecified",ICD11Code
i11_57,category,1,http://id.who.int/icd/entity/2089071035,http://id.who.int/icd/release/11/2018-12/mms/2092703582/unspecified,1A3Z,01,TRUE,"Protozoal intestinal infections, unspecified",ICD11Code
i11_58,category,1,http://id.who.int/icd/entity/840750347,http://id.who.int/icd/release/11/2018-12/mms/840750347,1A22,01,TRUE,"Gastroenteritis due to Rotavirus",ICD11Code
i11_59,category,1,http://id.who.int/icd/entity/1465325727,http://id.who.int/icd/release/11/2018-12/mms/1465325727,1A23,01,TRUE,"Enteritis due to Norovirus",ICD11Code
i11_60,category,1,http://id.who.int/icd/entity/749414717,http://id.who.int/icd/release/11/2018-12/mms/749414717,1A20,01,TRUE,"Enteritis due to Adenovirus",ICD11Code
i11_61,category,1,http://id.who.int/icd/entity/30738976,http://id.who.int/icd/release/11/2018-12/mms/30738976/unspecified,1A2Z,01,TRUE,"Viral intestinal infections, unspecified",ICD11Code
i11_62,category,1,http://id.who.int/icd/entity/1185210745,http://id.who.int/icd/release/11/2018-12/mms/1185210745,1A21,01,TRUE,"Gastroenteritis due to Astrovirus",ICD11Code
i11_63,category,1,http://id.who.int/icd/entity/1505172206,http://id.who.int/icd/release/11/2018-12/mms/1904876434/unspecified,1A9Z,01,TRUE,"Predominantly sexually transmitted infections, unspecified",ICD11Code
i11_64,category,1,http://id.who.int/icd/entity/1519125035,http://id.who.int/icd/release/11/2018-12/mms/1519125035,1A24,01,TRUE,"Intestinal infections due to Cytomegalovirus",ICD11Code
i11_65,category,1,http://id.who.int/icd/entity/1688127370,http://id.who.int/icd/release/11/2018-12/mms/1688127370,1A40,01,TRUE,"Gastroenteritis or colitis without specification of infectious agent",ICD11Code
i11_66,category,2,http://id.who.int/icd/entity/1160271562,http://id.who.int/icd/release/11/2018-12/mms/1160271562,1A40.0,01,TRUE,"Gastroenteritis or colitis without specification of origin",ICD11Code
i11_67,category,1,http://id.who.int/icd/entity/2072728114,http://id.who.int/icd/release/11/2018-12/mms/2072728114/unspecified,1B1Z,01,TRUE,"Tuberculosis, unspecified",ICD11Code
i11_68,category,2,http://id.who.int/icd/entity/983550510,http://id.who.int/icd/release/11/2018-12/mms/983550510,1B10.0,01,TRUE,"Respiratory tuberculosis, confirmed",ICD11Code
i11_69,category,2,http://id.who.int/icd/entity/1912425785,http://id.who.int/icd/release/11/2018-12/mms/983550510,1B10.0,01,TRUE,"Respiratory tuberculosis, confirmed",ICD11Code
i11_70,category,2,http://id.who.int/icd/entity/347504813,http://id.who.int/icd/release/11/2018-12/mms/983550510,1B10.0,01,TRUE,"Respiratory tuberculosis, confirmed",ICD11Code
i11_71,category,2,http://id.who.int/icd/entity/1612435540,http://id.who.int/icd/release/11/2018-12/mms/983550510,1B10.0,01,TRUE,"Respiratory tuberculosis, confirmed",ICD11Code
i11_72,category,2,http://id.who.int/icd/entity/89136582,http://id.who.int/icd/release/11/2018-12/mms/983550510,1B10.0,01,TRUE,"Respiratory tuberculosis, confirmed",ICD11Code
i11_73,category,2,http://id.who.int/icd/entity/1992199762,http://id.who.int/icd/release/11/2018-12/mms/983550510,1B10.0,01,TRUE,"Respiratory tuberculosis, confirmed",ICD11Code
i11_74,category,2,http://id.who.int/icd/entity/334840776,http://id.who.int/icd/release/11/2018-12/mms/983550510,1B10.0,01,TRUE,"Respiratory tuberculosis, confirmed",ICD11Code
i11_75,category,2,http://id.who.int/icd/entity/1733825337,http://id.who.int/icd/release/11/2018-12/mms/983550510,1B10.0,01,TRUE,"Respiratory tuberculosis, confirmed",ICD11Code
i11_76,category,2,http://id.who.int/icd/entity/34856621,http://id.who.int/icd/release/11/2018-12/mms/983550510,1B10.0,01,TRUE,"Respiratory tuberculosis, confirmed",ICD11Code
i11_77,category,2,http://id.who.int/icd/entity/1311939281,http://id.who.int/icd/release/11/2018-12/mms/1311939281,1B10.1,01,TRUE,"Respiratory tuberculosis, not confirmed",ICD11Code
i11_78,category,2,http://id.who.int/icd/entity/1887104263,http://id.who.int/icd/release/11/2018-12/mms/1311939281,1B10.1,01,TRUE,"Respiratory tuberculosis, not confirmed",ICD11Code
i11_79,category,2,http://id.who.int/icd/entity/355541139,http://id.who.int/icd/release/11/2018-12/mms/1311939281,1B10.1,01,TRUE,"Respiratory tuberculosis, not confirmed",ICD11Code
i11_80,category,2,http://id.who.int/icd/entity/1637642348,http://id.who.int/icd/release/11/2018-12/mms/1311939281,1B10.1,01,TRUE,"Respiratory tuberculosis, not confirmed",ICD11Code
i11_81,category,2,http://id.who.int/icd/entity/81247738,http://id.who.int/icd/release/11/2018-12/mms/1311939281,1B10.1,01,TRUE,"Respiratory tuberculosis, not confirmed",ICD11Code
i11_82,category,2,http://id.who.int/icd/entity/2000236142,http://id.who.int/icd/release/11/2018-12/mms/1311939281,1B10.1,01,TRUE,"Respiratory tuberculosis, not confirmed",ICD11Code
i11_83,category,2,http://id.who.int/icd/entity/309519352,http://id.who.int/icd/release/11/2018-12/mms/1311939281,1B10.1,01,TRUE,"Respiratory tuberculosis, not confirmed",ICD11Code
i11_84,category,2,http://id.who.int/icd/entity/60063379,http://id.who.int/icd/release/11/2018-12/mms/1311939281,1B10.1,01,TRUE,"Respiratory tuberculosis, not confirmed",ICD11Code
i11_85,category,1,http://id.who.int/icd/entity/882244568,http://id.who.int/icd/release/11/2018-12/mms/882244568,1B10,01,TRUE,"Tuberculosis of the respiratory system",ICD11Code
i11_86,category,1,http://id.who.int/icd/entity/729372485,http://id.who.int/icd/release/11/2018-12/mms/729372485,1B11,01,TRUE,"Tuberculosis of the nervous system",ICD11Code
i11_87,category,2,http://id.who.int/icd/entity/1820468614,http://id.who.int/icd/release/11/2018-12/mms/1820468614,1B11.0,01,TRUE,"Tuberculous meningitis",ICD11Code
i11_88,category,2,http://id.who.int/icd/entity/164227092,http://id.who.int/icd/release/11/2018-12/mms/164227092,1B11.2,01,TRUE,"Meningeal tuberculoma",ICD11Code
i11_89,category,2,http://id.who.int/icd/entity/539334538,http://id.who.int/icd/release/11/2018-12/mms/539334538,1B11.1,01,TRUE,"Tuberculous meningoencephalitis",ICD11Code
i11_90,category,1,http://id.who.int/icd/entity/746680558,http://id.who.int/icd/release/11/2018-12/mms/746680558,1B12,01,TRUE,"Tuberculosis of other systems and organs",ICD11Code
i11_91,category,3,http://id.who.int/icd/entity/1055680550,http://id.who.int/icd/release/11/2018-12/mms/570881596,1B12.40,01,TRUE,"Tuberculosis of bones or joints",ICD11Code
i11_92,category,2,http://id.who.int/icd/entity/112180879,http://id.who.int/icd/release/11/2018-12/mms/1196243886,1B12.5,01,TRUE,"Tuberculosis of the genitourinary system",ICD11Code
i11_93,category,2,http://id.who.int/icd/entity/870345553,http://id.who.int/icd/release/11/2018-12/mms/870345553,1B12.6,01,TRUE,"Tuberculous peripheral lymphadenopathy",ICD11Code
i11_94,category,2,http://id.who.int/icd/entity/1183156309,http://id.who.int/icd/release/11/2018-12/mms/1873777499,1B12.7,01,TRUE,"Tuberculosis of the digestive system",ICD11Code
i11_95,category,3,http://id.who.int/icd/entity/1828714202,http://id.who.int/icd/release/11/2018-12/mms/1828714202,1B12.41,01,TRUE,"Tuberculous myositis",ICD11Code
i11_96,category,2,http://id.who.int/icd/entity/625292625,http://id.who.int/icd/release/11/2018-12/mms/625292625,1B12.8,01,TRUE,"Cutaneous tuberculosis",ICD11Code
i11_97,category,2,http://id.who.int/icd/entity/1074723013,http://id.who.int/icd/release/11/2018-12/mms/1074723013,1B12.1,01,TRUE,"Tuberculosis of eye",ICD11Code
i11_98,category,2,http://id.who.int/icd/entity/883140666,http://id.who.int/icd/release/11/2018-12/mms/883140666,1B12.2,01,TRUE,"Tuberculosis of ear",ICD11Code
i11_99,category,2,http://id.who.int/icd/entity/1374184880,http://id.who.int/icd/release/11/2018-12/mms/807058764,1B12.3,01,TRUE,"Tuberculosis of endocrine glands",ICD11Code
i11_100,category,2,http://id.who.int/icd/entity/1618639246,http://id.who.int/icd/release/11/2018-12/mms/1873777499,1B12.7,01,TRUE,"Tuberculosis of the digestive system",ICD11Code
i11_101,category,2,http://id.who.int/icd/entity/735238230,http://id.who.int/icd/release/11/2018-12/mms/807058764,1B12.3,01,TRUE,"Tuberculosis of endocrine glands",ICD11Code
i11_102,category,1,http://id.who.int/icd/entity/861638547,http://id.who.int/icd/release/11/2018-12/mms/861638547,1B13,01,TRUE,"Miliary tuberculosis",ICD11Code
i11_103,category,2,http://id.who.int/icd/entity/1056849595,http://id.who.int/icd/release/11/2018-12/mms/1056849595,1B13.0,01,TRUE,"Acute miliary tuberculosis of a single specified site",ICD11Code
i11_104,category,2,http://id.who.int/icd/entity/1538650927,http://id.who.int/icd/release/11/2018-12/mms/1538650927,1B13.1,01,TRUE,"Acute miliary tuberculosis of multiple sites",ICD11Code
i11_105,category,1,http://id.who.int/icd/entity/1935092859,http://id.who.int/icd/release/11/2018-12/mms/1935092859/unspecified,1B9Z,01,TRUE,"Unspecified zoonotic bacterial disease",ICD11Code
i11_106,category,1,http://id.who.int/icd/entity/1596449540,http://id.who.int/icd/release/11/2018-12/mms/1596449540,1B93,01,TRUE,"Plague",ICD11Code
i11_107,category,2,http://id.who.int/icd/entity/1742025109,http://id.who.int/icd/release/11/2018-12/mms/1742025109,1B93.0,01,TRUE,"Bubonic plague",ICD11Code
i11_108,category,2,http://id.who.int/icd/entity/43973633,http://id.who.int/icd/release/11/2018-12/mms/43973633,1B93.1,01,TRUE,"Cellulocutaneous plague",ICD11Code
i11_109,category,2,http://id.who.int/icd/entity/1983098110,http://id.who.int/icd/release/11/2018-12/mms/1983098110,1B93.2,01,TRUE,"Pneumonic plague",ICD11Code
i11_110,category,2,http://id.who.int/icd/entity/326656364,http://id.who.int/icd/release/11/2018-12/mms/326656364,1B93.3,01,TRUE,"Plague meningitis",ICD11Code
i11_111,category,1,http://id.who.int/icd/entity/980168338,http://id.who.int/icd/release/11/2018-12/mms/980168338,1B94,01,TRUE,"Tularaemia",ICD11Code
i11_112,category,2,http://id.who.int/icd/entity/2066610452,http://id.who.int/icd/release/11/2018-12/mms/2066610452,1B94.0,01,TRUE,"Ulceroglandular tularaemia",ICD11Code
i11_113,category,1,http://id.who.int/icd/entity/510014594,http://id.who.int/icd/release/11/2018-12/mms/980168338,1B94,01,TRUE,"Tularaemia",ICD11Code
i11_114,category,1,http://id.who.int/icd/entity/1791714431,http://id.who.int/icd/release/11/2018-12/mms/980168338,1B94,01,TRUE,"Tularaemia",ICD11Code
i11_115,category,1,http://id.who.int/icd/entity/260090347,http://id.who.int/icd/release/11/2018-12/mms/980168338,1B94,01,TRUE,"Tularaemia",ICD11Code
i11_116,category,1,http://id.who.int/icd/entity/147024512,http://id.who.int/icd/release/11/2018-12/mms/980168338,1B94,01,TRUE,"Tularaemia",ICD11Code
i11_117,category,1,http://id.who.int/icd/entity/1321303663,http://id.who.int/icd/release/11/2018-12/mms/1321303663,1B97,01,TRUE,"Anthrax",ICD11Code
i11_118,category,1,http://id.who.int/icd/entity/2057984300,http://id.who.int/icd/release/11/2018-12/mms/1321303663,1B97,01,TRUE,"Anthrax",ICD11Code
i11_119,category,1,http://id.who.int/icd/entity/534877374,http://id.who.int/icd/release/11/2018-12/mms/1321303663,1B97,01,TRUE,"Anthrax",ICD11Code
i11_120,category,1,http://id.who.int/icd/entity/1800193089,http://id.who.int/icd/release/11/2018-12/mms/1321303663,1B97,01,TRUE,"Anthrax",ICD11Code
i11_121,category,1,http://id.who.int/icd/entity/730510331,http://id.who.int/icd/release/11/2018-12/mms/730510331,1B95,01,TRUE,"Brucellosis",ICD11Code
i11_122,category,1,http://id.who.int/icd/entity/1716687275,http://id.who.int/icd/release/11/2018-12/mms/730510331,1B95,01,TRUE,"Brucellosis",ICD11Code
i11_123,category,1,http://id.who.int/icd/entity/51993663,http://id.who.int/icd/release/11/2018-12/mms/730510331,1B95,01,TRUE,"Brucellosis",ICD11Code
i11_124,category,1,http://id.who.int/icd/entity/2008288450,http://id.who.int/icd/release/11/2018-12/mms/730510331,1B95,01,TRUE,"Brucellosis",ICD11Code
i11_125,category,1,http://id.who.int/icd/entity/318751060,http://id.who.int/icd/release/11/2018-12/mms/730510331,1B95,01,TRUE,"Brucellosis",ICD11Code
i11_126,category,1,http://id.who.int/icd/entity/1563156715,http://id.who.int/icd/release/11/2018-12/mms/1563156715,1B92,01,TRUE,"Glanders",ICD11Code
i11_127,category,1,http://id.who.int/icd/entity/2129350166,http://id.who.int/icd/release/11/2018-12/mms/2129350166,1C42,01,TRUE,"Melioidosis",ICD11Code
i11_128,category,1,http://id.who.int/icd/entity/945827199,http://id.who.int/icd/release/11/2018-12/mms/2129350166,1C42,01,TRUE,"Melioidosis",ICD11Code
i11_129,category,1,http://id.who.int/icd/entity/1288535424,http://id.who.int/icd/release/11/2018-12/mms/2129350166,1C42,01,TRUE,"Melioidosis",ICD11Code
i11_130,category,1,http://id.who.int/icd/entity/1026551291,http://id.who.int/icd/release/11/2018-12/mms/1026551291,1B90,01,TRUE,"Rat-bite fevers",ICD11Code
i11_131,category,2,http://id.who.int/icd/entity/1104357482,http://id.who.int/icd/release/11/2018-12/mms/1104357482,1B90.0,01,TRUE,"Spirillosis",ICD11Code
i11_132,category,2,http://id.who.int/icd/entity/614000128,http://id.who.int/icd/release/11/2018-12/mms/614000128,1B90.1,01,TRUE,"Streptobacillosis",ICD11Code
i11_133,category,1,http://id.who.int/icd/entity/1233304838,http://id.who.int/icd/release/11/2018-12/mms/1233304838,1B96,01,TRUE,"Erysipeloid",ICD11Code
i11_134,category,1,http://id.who.int/icd/entity/1079281750,http://id.who.int/icd/release/11/2018-12/mms/1233304838,1B96,01,TRUE,"Erysipeloid",ICD11Code
i11_135,category,1,http://id.who.int/icd/entity/867834818,http://id.who.int/icd/release/11/2018-12/mms/622600769,1G40,01,TRUE,"Sepsis without septic shock",ICD11Code
i11_136,category,1,http://id.who.int/icd/entity/751399056,http://id.who.int/icd/release/11/2018-12/mms/751399056,1B91,01,TRUE,"Leptospirosis",ICD11Code
i11_137,category,1,http://id.who.int/icd/entity/1554792661,http://id.who.int/icd/release/11/2018-12/mms/751399056,1B91,01,TRUE,"Leptospirosis",ICD11Code
i11_138,category,1,http://id.who.int/icd/entity/304649065,http://id.who.int/icd/release/11/2018-12/mms/304649065,1B99,01,TRUE,"Pasteurellosis",ICD11Code
i11_139,category,1,http://id.who.int/icd/entity/2003001085,http://id.who.int/icd/release/11/2018-12/mms/2003001085,1B98,01,TRUE,"Cat-scratch disease",ICD11Code
i11_140,category,1,http://id.who.int/icd/entity/63835650,http://id.who.int/icd/release/11/2018-12/mms/63835650,1B9A,01,TRUE,"Extraintestinal yersiniosis",ICD11Code
i11_141,category,1,http://id.who.int/icd/entity/149072669,http://id.who.int/icd/release/11/2018-12/mms/149072669,1B20,01,TRUE,"Leprosy",ICD11Code
i11_142,category,1,http://id.who.int/icd/entity/1839818377,http://id.who.int/icd/release/11/2018-12/mms/1839818377,1B21,01,TRUE,"Infections due to non-tuberculous mycobacteria",ICD11Code
i11_143,category,1,http://id.who.int/icd/entity/419706488,http://id.who.int/icd/release/11/2018-12/mms/419706488,1C1A,01,TRUE,"Listeriosis",ICD11Code
i11_144,category,1,http://id.who.int/icd/entity/2085616610,http://id.who.int/icd/release/11/2018-12/mms/2085616610,1C15,01,TRUE,"Tetanus neonatorum",ICD11Code
i11_145,category,1,http://id.who.int/icd/entity/262236278,http://id.who.int/icd/release/11/2018-12/mms/262236278,1C14,01,TRUE,"Obstetrical tetanus",ICD11Code
i11_146,category,1,http://id.who.int/icd/entity/1793762788,http://id.who.int/icd/release/11/2018-12/mms/1793762788,1C13,01,TRUE,"Tetanus",ICD11Code
i11_147,category,1,http://id.who.int/icd/entity/508032285,http://id.who.int/icd/release/11/2018-12/mms/508032285,1C17,01,TRUE,"Diphtheria",ICD11Code
i11_148,category,1,http://id.who.int/icd/entity/2064398473,http://id.who.int/icd/release/11/2018-12/mms/2064398473,1C12,01,TRUE,"Whooping cough",ICD11Code
i11_149,category,1,http://id.who.int/icd/entity/107294155,http://id.who.int/icd/release/11/2018-12/mms/107294155,1B50,01,TRUE,"Scarlet fever",ICD11Code
i11_150,category,1,http://id.who.int/icd/entity/1664016479,http://id.who.int/icd/release/11/2018-12/mms/1664016479,1C1C,01,TRUE,"Meningococcal disease",ICD11Code
i11_151,block,1,http://id.who.int/icd/entity/293771399,http://id.who.int/icd/release/11/2018-12/mms/293771399,,01,TRUE,"Sepsis",ICD11Code
i11_152,category,1,http://id.who.int/icd/entity/1697630330,http://id.who.int/icd/release/11/2018-12/mms/1697630330,1C10,01,TRUE,"Actinomycosis",ICD11Code
i11_153,category,1,http://id.who.int/icd/entity/6555116,http://id.who.int/icd/release/11/2018-12/mms/6555116,1C1B,01,TRUE,"Nocardiosis",ICD11Code
i11_154,category,1,http://id.who.int/icd/entity/1938462328,http://id.who.int/icd/release/11/2018-12/mms/1938462328,1C11,01,TRUE,"Bartonellosis",ICD11Code
i11_155,category,2,http://id.who.int/icd/entity/1651247891,http://id.who.int/icd/release/11/2018-12/mms/1651247891,1B70.0,01,TRUE,"Erysipelas",ICD11Code
i11_156,category,1,http://id.who.int/icd/entity/2144774073,http://id.who.int/icd/release/11/2018-12/mms/2144774073,1B70,01,TRUE,"Bacterial cellulitis, erysipelas and lymphangitis",ICD11Code
i11_157,category,1,http://id.who.int/icd/entity/487269828,http://id.who.int/icd/release/11/2018-12/mms/487269828/unspecified,1C4Z,01,TRUE,"Unspecified bacterial disease",ICD11Code
