:ID,ClassKind,Depth:int,Code,Chapter,Title,:LABEL
i10_40,category,2,A05.3,I,"Foodborne Vibrio parahaemolyticus intoxication",ICD10Code
i10_41,category,2,A05.4,I,"Foodborne Bacillus cereus intoxication",ICD10Code
i10_42,category,2,A05.8,I,"Other specified bacterial foodborne intoxications",ICD10Code
i10_43,category,2,A05.9,I,"Bacterial foodborne intoxication, unspecified",ICD10Code
i10_44,category,1,A06,I,"Amoebiasis",ICD10Code
i10_45,category,2,A06.0,I,"Acute amoebic dysentery",ICD10Code
i10_46,category,2,A06.1,I,"Chronic intestinal amoebiasis",ICD10Code
i10_47,category,2,A06.2,I,"Amoebic nondysenteric colitis",ICD10Code
i10_48,category,2,A06.3,I,"Amoeboma of intestine",ICD10Code
i10_49,category,2,A06.4,I,"Amoebic liver abscess",ICD10Code
i10_50,category,2,A06.5,I,"Amoebic lung abscess",ICD10Code
i10_51,category,2,A06.6,I,"Amoebic brain abscess",ICD10Code
i10_52,category,2,A06.7,I,"Cutaneous amoebiasis",ICD10Code
i10_53,category,2,A06.8,I,"Amoebic infection of other sites",ICD10Code
i10_54,category,2,A06.9,I,"Amoebiasis, unspecified",ICD10Code
i10_55,category,1,A07,I,"Other protozoal intestinal diseases",ICD10Code
i10_56,category,2,A07.0,I,"Balantidiasis",ICD10Code
i10_57,category,2,A07.1,I,"Giardiasis [lambliasis]",ICD10Code
i10_58,category,2,A07.2,I,"Cryptosporidiosis",ICD10Code
i10_59,category,2,A07.3,I,"Isosporiasis",ICD10Code
i10_60,category,2,A07.8,I,"Other specified protozoal intestinal diseases",ICD10Code
i10_61,category,2,A07.9,I,"Protozoal intestinal disease, unspecified",ICD10Code
i10_62,category,1,A08,I,"Viral and other specified intestinal infections",ICD10Code
i10_63,category,2,A08.0,I,"Rotaviral enteritis",ICD10Code
i10_64,category,2,A08.1,I,"Acute gastroenteropathy due to Norwalk agent",ICD10Code
i10_65,category,2,A08.2,I,"Adenoviral enteritis",ICD10Code
i10_66,category,2,A08.3,I,"Other viral enteritis",ICD10Code
i10_67,category,2,A08.4,I,"Viral intestinal infection, unspecified",ICD10Code
i10_68,category,2,A08.5,I,"Other specified intestinal infections",ICD10Code
i10_69,category,1,A09,I,"Other gastroenteritis and colitis of infectious and unspecified origin",ICD10Code
i10_70,category,2,A09.0,I,"Other and unspecified gastroenteritis and colitis of infectious origin",ICD10Code
i10_71,category,2,A09.9,I,"Gastroenteritis and colitis of unspecified origin",ICD10Code
i10_72,block,1,A15-A19,I,"Tuberculosis",ICD10Code
i10_73,category,1,A15,I,"Respiratory tuberculosis, bacteriologically and histologically confirmed",ICD10Code
i10_74,category,2,A15.0,I,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",ICD10Code
i10_75,category,2,A15.1,I,"Tuberculosis of lung, confirmed by culture only",ICD10Code
i10_76,category,2,A15.2,I,"Tuberculosis of lung, confirmed histologically",ICD10Code
i10_77,category,2,A15.3,I,"Tuberculosis of lung, confirmed by unspecified means",ICD10Code
i10_78,category,2,A15.4,I,"Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically",ICD10Code
i10_79,category,2,A15.5,I,"Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically",ICD10Code
i10_80,category,2,A15.6,I,"Tuberculous pleurisy, confirmed bacteriologically and histologically",ICD10Code
i10_81,category,2,A15.7,I,"Primary respiratory tuberculosis, confirmed bacteriologically and histologically",ICD10Code
i10_82,category,2,A15.8,I,"Other respiratory tuberculosis, confirmed bacteriologically and histologically",ICD10Code
i10_83,category,2,A15.9,I,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",ICD10Code
i10_84,category,1,A16,I,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",ICD10Code
i10_85,category,2,A16.0,I,"Tuberculosis of lung, bacteriologically and histologically negative",ICD10Code
i10_86,category,2,A16.1,I,"Tuberculosis of lung, bacteriological and histological examination not done",ICD10Code
i10_87,category,2,A16.2,I,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",ICD10Code
i10_88,category,2,A16.3,I,"Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation",ICD10Code
i10_89,category,2,A16.4,I,"Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation",ICD10Code
i10_90,category,2,A16.5,I,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation",ICD10Code
i10_91,category,2,A16.7,I,"Primary respiratory tuberculosis without mention of bacteriological or histological confirmation",ICD10Code
i10_92,category,2,A16.8,I,"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation",ICD10Code
i10_93,category,2,A16.9,I,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",ICD10Code
i10_94,category,1,A17,I,"Tuberculosis of nervous system",ICD10Code
i10_95,category,2,A17.0,I,"Tuberculous meningitis",ICD10Code
i10_96,category,2,A17.1,I,"Meningeal tuberculoma",ICD10Code
i10_97,category,2,A17.8,I,"Other tuberculosis of nervous system",ICD10Code
i10_98,category,2,A17.9,I,"Tuberculosis of nervous system, unspecified",ICD10Code
i10_99,category,1,A18,I,"Tuberculosis of other organs",ICD10Code
i10_100,category,2,A18.0,I,"Tuberculosis of bones and joints",ICD10Code
i10_101,category,2,A18.1,I,"Tuberculosis of genitourinary system",ICD10Code
i10_102,category,2,A18.2,I,"Tuberculous peripheral lymphadenopathy",ICD10Code
i10_103,category,2,A18.3,I,"Tuberculosis of intestines, peritoneum and mesenteric glands",ICD10Code
i10_104,category,2,A18.4,I,"Tuberculosis of skin and subcutaneous tissue",ICD10Code
i10_105,category,2,A18.5,I,"Tuberculosis of eye",ICD10Code
i10_106,category,2,A18.6,I,"Tuberculosis of ear",ICD10Code
i10_107,category,2,A18.7,I,"Tuberculosis of adrenal glands",ICD10Code
i10_108,category,2,A18.8,I,"Tuberculosis of other specified organs",ICD10Code
i10_109,category,1,A19,I,"Miliary tuberculosis",ICD10Code
i10_110,category,2,A19.0,I,"Acute miliary tuberculosis of a single specified site",ICD10Code
i10_111,category,2,A19.1,I,"Acute miliary tuberculosis of multiple sites",ICD10Code
i10_112,category,2,A19.2,I,"Acute miliary tuberculosis, unspecified",ICD10Code
i10_113,category,2,A19.8,I,"Other miliary tuberculosis",ICD10Code
i10_114,category,2,A19.9,I,"Miliary tuberculosis, unspecified",ICD10Code
i10_115,block,1,A20-A28,I,"Certain zoonotic bacterial diseases",ICD10Code
i10_116,category,1,A20,I,"Plague",ICD10Code
i10_117,category,2,A20.0,I,"Bubonic plague",ICD10Code
i10_118,category,2,A20.1,I,"Cellulocutaneous plague",ICD10Code
i10_119,category,2,A20.2,I,"Pneumonic plague",ICD10Code
i10_120,category,2,A20.3,I,"Plague meningitis",ICD10Code
i10_121,category,2,A20.7,I,"Septicaemic plague",ICD10Code
i10_122,category,2,A20.8,I,"Other forms of plague",ICD10Code
i10_123,category,2,A20.9,I,"Plague, unspecified",ICD10Code
i10_124,category,1,A21,I,"Tularaemia",ICD10Code
i10_125,category,2,A21.0,I,"Ulceroglandular tularaemia",ICD10Code
i10_126,category,2,A21.1,I,"Oculoglandular tularaemia",ICD10Code
i10_127,category,2,A21.2,I,"Pulmonary tularaemia",ICD10Code
i10_128,category,2,A21.3,I,"Gastrointestinal tularaemia",ICD10Code
i10_129,category,2,A21.7,I,"Generalized tularaemia",ICD10Code
i10_130,category,2,A21.8,I,"Other forms of tularaemia",ICD10Code
i10_131,category,2,A21.9,I,"Tularaemia, unspecified",ICD10Code
i10_132,category,1,A22,I,"Anthrax",ICD10Code
i10_133,category,2,A22.0,I,"Cutaneous anthrax",ICD10Code
i10_134,category,2,A22.1,I,"Pulmonary anthrax",ICD10Code
i10_135,category,2,A22.2,I,"Gastrointestinal anthrax",ICD10Code
i10_136,category,2,A22.7,I,"Anthrax sepsis",ICD10Code
i10_137,category,2,A22.8,I,"Other forms of anthrax",ICD10Code
i10_138,category,2,A22.9,I,"Anthrax, unspecified",ICD10Code
i10_139,category,1,A23,I,"Brucellosis",ICD10Code
i10_140,category,2,A23.0,I,"Brucellosis due to Brucella melitensis",ICD10Code
i10_141,category,2,A23.1,I,"Brucellosis due to Brucella abortus",ICD10Code
i10_142,category,2,A23.2,I,"Brucellosis due to Brucella suis",ICD10Code
i10_143,category,2,A23.3,I,"Brucellosis due to Brucella canis",ICD10Code
i10_144,category,2,A23.8,I,"Other brucellosis",ICD10Code
i10_145,category,2,A23.9,I,"Brucellosis, unspecified",ICD10Code
i10_146,category,1,A24,I,"Glanders and melioidosis",ICD10Code
i10_147,category,2,A24.0,I,"Glanders",ICD10Code
i10_148,category,2,A24.1,I,"Acute and fulminating melioidosis",ICD10Code
i10_149,category,2,A24.2,I,"Subacute and chronic melioidosis",ICD10Code
i10_150,category,2,A24.3,I,"Other melioidosis",ICD10Code
i10_151,category,2,A24.4,I,"Melioidosis, unspecified",ICD10Code
i10_152,category,1,A25,I,"Rat-bite fevers",ICD10Code
i10_153,category,2,A25.0,I,"Spirillosis",ICD10Code
i10_154,category,2,A25.1,I,"Streptobacillosis",ICD10Code
i10_155,category,2,A25.9,I,"Rat-bite fever, unspecified",ICD10Code
i10_156,category,1,A26,I,"Erysipeloid",ICD10Code
i10_157,category,2,A26.0,I,"Cutaneous erysipeloid",ICD10Code
i10_158,category,2,A26.7,I,"Erysipelothrix sepsis",ICD10Code
i10_159,category,2,A26.8,I,"Other forms of erysipeloid",ICD10Code
i10_160,category,2,A26.9,I,"Erysipeloid, unspecified",ICD10Code
i10_161,category,1,A27,I,"Leptospirosis",ICD10Code
i10_162,category,2,A27.0,I,"Leptospirosis icterohaemorrhagica",ICD10Code
i10_163,category,2,A27.8,I,"Other forms of leptospirosis",ICD10Code
i10_164,category,2,A27.9,I,"Leptospirosis, unspecified",ICD10Code
i10_165,category,1,A28,I,"Other zoonotic bacterial diseases, not elsewhere classified",ICD10Code
i10_166,category,2,A28.0,I,"Pasteurellosis",ICD10Code
i10_167,category,2,A28.1,I,"Cat-scratch disease",ICD10Code
i10_168,category,2,A28.2,I,"Extraintestinal yersiniosis",ICD10Code
i10_169,category,2,A28.8,I,"Other specified zoonotic bacterial diseases, not elsewhere classified",ICD10Code
i10_170,category,2,A28.9,I,"Zoonotic bacterial disease, unspecified",ICD10Code
i10_171,block,1,A30-A49,I,"Other bacterial diseases",ICD10Code
i10_172,category,1,A30,I,"Leprosy [Hansen disease]",ICD10Code
i10_173,category,2,A30.0,I,"Indeterminate leprosy",ICD10Code
i10_174,category,2,A30.1,I,"Tuberculoid leprosy",ICD10Code
i10_175,category,2,A30.2,I,"Borderline tuberculoid leprosy",ICD10Code
i10_176,category,2,A30.3,I,"Borderline leprosy",ICD10Code
i10_177,category,2,A30.4,I,"Borderline lepromatous leprosy",ICD10Code
i10_178,category,2,A30.5,I,"Lepromatous leprosy",ICD10Code
i10_179,category,2,A30.8,I,"Other forms of leprosy",ICD10Code
i10_180,category,2,A30.9,I,"Leprosy, unspecified",ICD10Code
i10_181,category,1,A31,I,"Infection due to other mycobacteria",ICD10Code
i10_182,category,2,A31.0,I,"Pulmonary mycobacterial infection",ICD10Code
i10_183,category,2,A31.1,I,"Cutaneous mycobacterial infection",ICD10Code
i10_184,category,2,A31.8,I,"Other mycobacterial infections",ICD10Code
i10_185,category,2,A31.9,I,"Mycobacterial infection, unspecified",ICD10Code
i10_186,category,1,A32,I,"Listeriosis",ICD10Code
i10_187,category,2,A32.0,I,"Cutaneous listeriosis",ICD10Code
i10_188,category,2,A32.1,I,"Listerial meningitis and meningoencephalitis",ICD10Code
i10_189,category,2,A32.7,I,"Listerial sepsis",ICD10Code
i10_190,category,2,A32.8,I,"Other forms of listeriosis",ICD10Code
i10_191,category,2,A32.9,I,"Listeriosis, unspecified",ICD10Code
i10_192,category,1,A33,I,"Tetanus neonatorum",ICD10Code
i10_193,category,1,A34,I,"Obstetrical tetanus",ICD10Code
i10_194,category,1,A35,I,"Other tetanus",ICD10Code
i10_195,category,1,A36,I,"Diphtheria",ICD10Code
i10_196,category,2,A36.0,I,"Pharyngeal diphtheria",ICD10Code
i10_197,category,2,A36.1,I,"Nasopharyngeal diphtheria",ICD10Code
i10_198,category,2,A36.2,I,"Laryngeal diphtheria",ICD10Code
i10_199,category,2,A36.3,I,"Cutaneous diphtheria",ICD10Code
i10_200,category,2,A36.8,I,"Other diphtheria",ICD10Code
i10_201,category,2,A36.9,I,"Diphtheria, unspecified",ICD10Code
i10_202,category,1,A37,I,"Whooping cough",ICD10Code
i10_203,category,2,A37.0,I,"Whooping cough due to Bordetella pertussis",ICD10Code
i10_204,category,2,A37.1,I,"Whooping cough due to Bordetella parapertussis",ICD10Code
i10_205,category,2,A37.8,I,"Whooping cough due to other Bordetella species",ICD10Code
i10_206,category,2,A37.9,I,"Whooping cough, unspecified",ICD10Code
i10_207,category,1,A38,I,"Scarlet fever",ICD10Code
i10_208,category,1,A39,I,"Meningococcal infection",ICD10Code
i10_209,category,2,A39.0,I,"Meningococcal meningitis",ICD10Code
i10_210,category,2,A39.1,I,"Waterhouse-Friderichsen syndrome",ICD10Code
i10_211,category,2,A39.2,I,"Acute meningococcaemia",ICD10Code
i10_212,category,2,A39.3,I,"Chronic meningococcaemia",ICD10Code
i10_213,category,2,A39.4,I,"Meningococcaemia, unspecified",ICD10Code
i10_214,category,2,A39.5,I,"Meningococcal heart disease",ICD10Code
i10_215,category,2,A39.8,I,"Other meningococcal infections",ICD10Code
i10_216,category,2,A39.9,I,"Meningococcal infection, unspecified",ICD10Code
i10_217,category,1,A40,I,"Streptococcal sepsis",ICD10Code
i10_218,category,2,A40.0,I,"Sepsis due to streptococcus, group A",ICD10Code
i10_219,category,2,A40.1,I,"Sepsis due to streptococcus, group B",ICD10Code
i10_220,category,2,A40.2,I,"Sepsis due to streptococcus, group D",ICD10Code
i10_221,category,2,A40.3,I,"Sepsis due to Streptococcus pneumoniae",ICD10Code
i10_222,category,2,A40.8,I,"Other streptococcal sepsis",ICD10Code
i10_223,category,2,A40.9,I,"Streptococcal sepsis, unspecified",ICD10Code
i10_224,category,1,A41,I,"Other sepsis",ICD10Code
i10_225,category,2,A41.0,I,"Sepsis due to Staphylococcus aureus",ICD10Code
i10_226,category,2,A41.1,I,"Sepsis due to other specified staphylococcus",ICD10Code
i10_227,category,2,A41.2,I,"Sepsis due to unspecified staphylococcus",ICD10Code
i10_228,category,2,A41.3,I,"Sepsis due to Haemophilus influenzae",ICD10Code
i10_229,category,2,A41.4,I,"Sepsis due to anaerobes",ICD10Code
i10_230,category,2,A41.5,I,"Sepsis due to other Gram-negative organisms",ICD10Code
i10_231,category,2,A41.8,I,"Other specified sepsis",ICD10Code
i10_232,category,2,A41.9,I,"Sepsis, unspecified",ICD10Code
i10_233,category,1,A42,I,"Actinomycosis",ICD10Code
i10_234,category,2,A42.0,I,"Pulmonary actinomycosis",ICD10Code
i10_235,category,2,A42.1,I,"Abdominal actinomycosis",ICD10Code
i10_236,category,2,A42.2,I,"Cervicofacial actinomycosis",ICD10Code
i10_237,category,2,A42.7,I,"Actinomycotic sepsis",ICD10Code
i10_238,category,2,A42.8,I,"Other forms of actinomycosis",ICD10Code
i10_239,category,2,A42.9,I,"Actinomycosis, unspecified",ICD10Code
i10_240,category,1,A43,I,"Nocardiosis",ICD10Code
i10_241,category,2,A43.0,I,"Pulmonary nocardiosis",ICD10Code
i10_242,category,2,A43.1,I,"Cutaneous nocardiosis",ICD10Code
i10_243,category,2,A43.8,I,"Other forms of nocardiosis",ICD10Code
i10_244,category,2,A43.9,I,"Nocardiosis, unspecified",ICD10Code
i10_245,category,1,A44,I,"Bartonellosis",ICD10Code
i10_246,category,2,A44.0,I,"Systemic bartonellosis",ICD10Code
i10_247,category,2,A44.1,I,"Cutaneous and mucocutaneous bartonellosis",ICD10Code
i10_248,category,2,A44.8,I,"Other forms of bartonellosis",ICD10Code
i10_249,category,2,A44.9,I,"Bartonellosis, unspecified",ICD10Code
i10_250,category,1,A46,I,"Erysipelas",ICD10Code
i10_251,category,1,A48,I,"Other bacterial diseases, not elsewhere classified",ICD10Code
i10_252,category,2,A48.0,I,"Gas gangrene",ICD10Code
i10_253,category,2,A48.1,I,"Legionnaires disease",ICD10Code
i10_254,category,2,A48.2,I,"Nonpneumonic Legionnaires disease [Pontiac fever]",ICD10Code
i10_255,category,2,A48.3,I,"Toxic shock syndrome",ICD10Code
i10_256,category,2,A48.4,I,"Brazilian purpuric fever",ICD10Code
i10_257,category,2,A48.8,I,"Other specified bacterial diseases",ICD10Code
i10_258,category,1,A49,I,"Bacterial infection of unspecified site",ICD10Code
i10_259,category,2,A49.0,I,"Staphylococcal infection, unspecified site",ICD10Code
i10_260,category,2,A49.1,I,"Streptococcal and enterococcal infection, unspecified site",ICD10Code
i10_261,category,2,A49.2,I,"Haemophilus influenzae infection, unspecified site",ICD10Code
i10_262,category,2,A49.3,I,"Mycoplasma infection, unspecified site",ICD10Code
i10_263,category,2,A49.8,I,"Other bacterial infections of unspecified site",ICD10Code
i10_264,category,2,A49.9,I,"Bacterial infection, unspecified",ICD10Code
i10_265,block,1,A50-A64,I,"Infections with a predominantly sexual mode of transmission",ICD10Code
i10_266,category,1,A50,I,"Congenital syphilis",ICD10Code
i10_267,category,2,A50.0,I,"Early congenital syphilis, symptomatic",ICD10Code
i10_268,category,2,A50.1,I,"Early congenital syphilis, latent",ICD10Code
i10_269,category,2,A50.2,I,"Early congenital syphilis, unspecified",ICD10Code
i10_270,category,2,A50.3,I,"Late congenital syphilitic oculopathy",ICD10Code
i10_271,category,2,A50.4,I,"Late congenital neurosyphilis [juvenile neurosyphilis]",ICD10Code
i10_272,category,2,A50.5,I,"Other late congenital syphilis, symptomatic",ICD10Code
i10_273,category,2,A50.6,I,"Late congenital syphilis, latent",ICD10Code
i10_274,category,2,A50.7,I,"Late congenital syphilis, unspecified",ICD10Code
i10_275,category,2,A50.9,I,"Congenital syphilis, unspecified",ICD10Code
i10_276,category,1,A51,I,"Early syphilis",ICD10Code
i10_277,category,2,A51.0,I,"Primary genital syphilis",ICD10Code
i10_278,category,2,A51.1,I,"Primary anal syphilis",ICD10Code
i10_279,category,2,A51.2,I,"Primary syphilis of other sites",ICD10Code
i10_280,category,2,A51.3,I,"Secondary syphilis of skin and mucous membranes",ICD10Code
i10_281,category,2,A51.4,I,"Other secondary syphilis",ICD10Code
i10_282,category,2,A51.5,I,"Early syphilis, latent",ICD10Code
i10_283,category,2,A51.9,I,"Early syphilis, unspecified",ICD10Code
i10_284,category,1,A52,I,"Late syphilis",ICD10Code
i10_285,category,2,A52.0,I,"Cardiovascular syphilis",ICD10Code
i10_286,category,2,A52.1,I,"Symptomatic neurosyphilis",ICD10Code
i10_287,category,2,A52.2,I,"Asymptomatic neurosyphilis",ICD10Code
i10_288,category,2,A52.3,I,"Neurosyphilis, unspecified",ICD10Code
i10_289,category,2,A52.7,I,"Other symptomatic late syphilis",ICD10Code
i10_290,category,2,A52.8,I,"Late syphilis, latent",ICD10Code
i10_291,category,2,A52.9,I,"Late syphilis, unspecified",ICD10Code
i10_292,category,1,A53,I,"Other and unspecified syphilis",ICD10Code
i10_293,category,2,A53.0,I,"Latent syphilis, unspecified as early or late",ICD10Code
i10_294,category,2,A53.9,I,"Syphilis, unspecified",ICD10Code
i10_295,category,1,A54,I,"Gonococcal infection",ICD10Code
i10_296,category,2,A54.0,I,"Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess",ICD10Code
i10_297,category,2,A54.1,I,"Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess",ICD10Code
i10_298,category,2,A54.2,I,"Gonococcal pelviperitonitis and other gonococcal genitourinary infections",ICD10Code
i10_299,category,2,A54.3,I,"Gonococcal infection of eye",ICD10Code
i10_300,category,2,A54.4,I,"Gonococcal infection of musculoskeletal system",ICD10Code
i10_301,category,2,A54.5,I,"Gonococcal pharyngitis",ICD10Code
i10_302,category,2,A54.6,I,"Gonococcal infection of anus and rectum",ICD10Code
i10_303,category,2,A54.8,I,"Other gonococcal infections",ICD10Code
i10_304,category,2,A54.9,I,"Gonococcal infection, unspecified",ICD10Code
i10_305,category,1,A55,I,"Chlamydial lymphogranuloma (venereum)",ICD10Code
i10_306,category,1,A56,I,"Other sexually transmitted chlamydial diseases",ICD10Code
i10_307,category,2,A56.0,I,"Chlamydial infection of lower genitourinary tract",ICD10Code
i10_308,category,2,A56.1,I,"Chlamydial infection of pelviperitoneum and other genitourinary organs",ICD10Code
i10_309,category,2,A56.2,I,"Chlamydial infection of genitourinary tract, unspecified",ICD10Code
i10_310,category,2,A56.3,I,"Chlamydial infection of anus and rectum",ICD10Code
i10_311,category,2,A56.4,I,"Chlamydial infection of pharynx",ICD10Code
i10_312,category,2,A56.8,I,"Sexually transmitted chlamydial infection of other sites",ICD10Code
i10_313,category,1,A57,I,"Chancroid",ICD10Code
i10_314,category,1,A58,I,"Granuloma inguinale",ICD10Code
i10_315,category,1,A59,I,"Trichomoniasis",ICD10Code
i10_316,category,2,A59.0,I,"Urogenital trichomoniasis",ICD10Code
i10_317,category,2,A59.8,I,"Trichomoniasis of other sites",ICD10Code
i10_318,category,2,A59.9,I,"Trichomoniasis, unspecified",ICD10Code
i10_319,category,1,A60,I,"Anogenital herpesviral [herpes simplex] infection",ICD10Code
i10_320,category,2,A60.0,I,"Herpesviral infection of genitalia and urogenital tract",ICD10Code
i10_321,category,2,A60.1,I,"Herpesviral infection of perianal skin and rectum",ICD10Code
i10_322,category,2,A60.9,I,"Anogenital herpesviral infection, unspecified",ICD10Code
i10_323,category,1,A63,I,"Other predominantly sexually transmitted diseases, not elsewhere classified",ICD10Code
i10_324,category,2,A63.0,I,"Anogenital (venereal) warts",ICD10Code
i10_325,category,2,A63.8,I,"Other specified predominantly sexually transmitted diseases",ICD10Code
i10_326,category,1,A64,I,"Unspecified sexually transmitted disease",ICD10Code
i10_327,block,1,A65-A69,I,"Other spirochaetal diseases",ICD10Code
i10_328,category,1,A65,I,"Nonvenereal syphilis",ICD10Code
i10_329,category,1,A66,I,"Yaws",ICD10Code
i10_330,category,2,A66.0,I,"Initial lesions of yaws",ICD10Code
i10_331,category,2,A66.1,I,"Multiple papillomata and wet crab yaws",ICD10Code
i10_332,category,2,A66.2,I,"Other early skin lesions of yaws",ICD10Code
i10_333,category,2,A66.3,I,"Hyperkeratosis of yaws",ICD10Code
i10_334,category,2,A66.4,I,"Gummata and ulcers of yaws",ICD10Code
i10_335,category,2,A66.5,I,"Gangosa",ICD10Code
i10_336,category,2,A66.6,I,"Bone and joint lesions of yaws",ICD10Code
i10_337,category,2,A66.7,I,"Other manifestations of yaws",ICD10Code
i10_338,category,2,A66.8,I,"Latent yaws",ICD10Code
i10_339,category,2,A66.9,I,"Yaws, unspecified",ICD10Code
i10_340,category,1,A67,I,"Pinta [carate]",ICD10Code
i10_341,category,2,A67.0,I,"Primary lesions of pinta",ICD10Code
i10_342,category,2,A67.1,I,"Intermediate lesions of pinta",ICD10Code
i10_343,category,2,A67.2,I,"Late lesions of pinta",ICD10Code
i10_344,category,2,A67.3,I,"Mixed lesions of pinta",ICD10Code
i10_345,category,2,A67.9,I,"Pinta, unspecified",ICD10Code
i10_346,category,1,A68,I,"Relapsing fevers",ICD10Code
i10_347,category,2,A68.0,I,"Louse-borne relapsing fever",ICD10Code
i10_348,category,2,A68.1,I,"Tick-borne relapsing fever",ICD10Code
i10_349,category,2,A68.9,I,"Relapsing fever, unspecified",ICD10Code
i10_350,category,1,A69,I,"Other spirochaetal infections",ICD10Code
i10_351,category,2,A69.0,I,"Necrotizing ulcerative stomatitis",ICD10Code
i10_352,category,2,A69.1,I,"Other Vincent infections",ICD10Code
i10_353,category,2,A69.2,I,"Lyme disease",ICD10Code
i10_354,category,2,A69.8,I,"Other specified spirochaetal infections",ICD10Code
i10_355,category,2,A69.9,I,"Spirochaetal infection, unspecified",ICD10Code
i10_356,block,1,A70-A74,I,"Other diseases caused by chlamydiae",ICD10Code
i10_357,category,1,A70,I,"Chlamydia psittaci infection",ICD10Code
i10_358,category,1,A71,I,"Trachoma",ICD10Code
i10_359,category,2,A71.0,I,"Initial stage of trachoma",ICD10Code
i10_360,category,2,A71.1,I,"Active stage of trachoma",ICD10Code
i10_361,category,2,A71.9,I,"Trachoma, unspecified",ICD10Code
i10_362,category,1,A74,I,"Other diseases caused by chlamydiae",ICD10Code
i10_363,category,2,A74.0,I,"Chlamydial conjunctivitis",ICD10Code
i10_364,category,2,A74.8,I,"Other chlamydial diseases",ICD10Code
i10_365,category,2,A74.9,I,"Chlamydial infection, unspecified",ICD10Code
